"TCG region",Expansion,"Card number","Card number sorting order","Card name",Rarity,"Card variant","Card language","Card condition","Additional card grade label",Quantity
International,"Vivid Voltage",156/185,156,"Moomoo Cheese",Uncommon,Normal,English,Mint,,1
International,"Vivid Voltage",157/185,157,Nessa,Uncommon,Normal,English,Mint,,1
International,"Vivid Voltage",158/185,158,Opal,Uncommon,Normal,English,Mint,,1
International,"Vivid Voltage",159/185,159,"Rocky Helmet",Uncommon,Normal,English,Mint,,1
International,"Vivid Voltage",160/185,160,"Telescopic Sight",Uncommon,Normal,English,Mint,,1
International,"Vivid Voltage",161/185,161,"Wyndon Stadium",Uncommon,Normal,English,Mint,,1
International,"Vivid Voltage",162/185,162,"Aromatic Grass Energy",Uncommon,Normal,English,Mint,,1
International,"Vivid Voltage",163/185,163,"Coating Metal Energy",Uncommon,Normal,English,Mint,,1
International,"Vivid Voltage",164/185,164,"Stone Fighting Energy",Uncommon,Normal,English,Mint,,1
International,"Vivid Voltage",165/185,165,"Wash Water Energy",Uncommon,Normal,English,Mint,,1
International,"Champion's Path",002/073,2,Weedle,Common,Normal,English,Mint,,1
International,"Champion's Path",003/073,3,Kakuna,Common,Normal,English,Mint,,1
International,"Champion's Path",004/073,4,Beedrill,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",006/073,6,Vulpix,Common,Normal,English,Mint,,1
International,"Champion's Path",007/073,7,Victini,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",009/073,9,Sizzlipede,Common,Normal,English,Mint,,1
International,"Champion's Path",010/073,10,Centiskorch,"Rare Holo","Normal Holo",English,Mint,,1
International,"Champion's Path",011/073,11,Carvanha,Common,Normal,English,Mint,,1
International,"Champion's Path",012/073,12,Sharpedo,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",018/073,18,Hatenna,Common,Normal,English,Mint,,1
International,"Champion's Path",019/073,19,Hattrem,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",020/073,20,Hatterene,"Rare Holo","Normal Holo",English,Mint,,1
International,"Champion's Path",024/073,24,Machop,Common,Normal,English,Mint,,1
International,"Champion's Path",025/073,25,Machoke,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",026/073,26,Machamp,"Rare Holo","Normal Holo",English,Mint,,1
International,"Champion's Path",028/073,28,Zygarde,"Rare Holo","Normal Holo",English,Mint,,1
International,"Champion's Path",029/073,29,Rockruff,Common,Normal,English,Mint,,1
International,"Champion's Path",030/073,30,Lycanroc,"Rare Holo","Normal Holo",English,Mint,,1
International,"Champion's Path",031/073,31,Rolycoly,Common,Normal,English,Mint,,1
International,"Champion's Path",033/073,33,Ekans,Common,Normal,English,Mint,,1
International,"Champion's Path",034/073,34,Arbok,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",035/073,35,"Galarian Zigzagoon",Common,Normal,English,Mint,,1
International,"Champion's Path",036/073,36,"Galarian Linoone",Common,Normal,English,Mint,,1
International,"Champion's Path",037/073,37,"Galarian Obstagoon","Rare Holo","Normal Holo",English,Mint,,1
International,"Champion's Path",038/073,38,Absol,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",039/073,39,Purrloin,Common,Normal,English,Mint,,1
International,"Champion's Path",040/073,40,Liepard,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",041/073,41,Scraggy,Common,Normal,English,Mint,,1
International,"Champion's Path",042/073,42,Scrafty,"Rare Holo","Normal Holo",English,Mint,,1
International,"Champion's Path",043/073,43,Trubbish,Common,Normal,English,Mint,,1
International,"Champion's Path",044/073,44,Inkay,Common,Normal,English,Mint,,1
International,"Champion's Path",045/073,45,Malamar,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",046/073,46,Nickit,Common,Normal,English,Mint,,1
International,"Champion's Path",048/073,48,Swablu,Common,Normal,English,Mint,,1
International,"Champion's Path",049/073,49,Altaria,"Rare Holo","Normal Holo",English,Mint,,1
International,"Champion's Path",050/073,50,Bede,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",051/073,51,"Full Heal",Common,Normal,English,Mint,,1
International,"Champion's Path",052/073,52,"Great Ball",Uncommon,Normal,English,Mint,,1
International,"Champion's Path",053/073,53,Hop,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",054/073,54,"Hyper Potion",Uncommon,Normal,English,Mint,,1
International,"Champion's Path",055/073,55,Kabu,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",056/073,56,Marnie,"Rare Holo","Normal Holo",English,Mint,,1
International,"Champion's Path",057/073,57,Milo,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",058/073,58,Piers,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",059/073,59,"Poké Ball",Common,Normal,English,Mint,,1
International,"Champion's Path",060/073,60,"Pokémon Center Lady",Uncommon,Normal,English,Mint,,1
International,"Champion's Path",061/073,61,Potion,Common,Normal,English,Mint,,1
International,"Champion's Path",062/073,62,"Professor's Research","Rare Holo","Normal Holo",English,Mint,,1
International,"Champion's Path",063/073,63,"Rotom Bike",Uncommon,Normal,English,Mint,,1
International,"Champion's Path",064/073,64,"Rotom Phone",Uncommon,Normal,English,Mint,,1
International,"Champion's Path",065/073,65,Sonia,Uncommon,Normal,English,Mint,,1
International,"Champion's Path",066/073,66,"Suspicious Food Tin",Uncommon,Normal,English,Mint,,1
International,"Champion's Path",067/073,67,"Team Yell Grunt",Uncommon,Normal,English,Mint,,1
International,"Champion's Path",068/073,68,"Turffield Stadium",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",001/189,1,"Butterfree V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",003/189,3,Paras,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",004/189,4,Parasect,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",005/189,5,Carnivine,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",006/189,6,Pansage,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",007/189,7,Simisage,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",008/189,8,Karrablast,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",009/189,9,Shelmet,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",010/189,10,Accelgor,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",011/189,11,Rowlet,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",012/189,12,Dartrix,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",013/189,13,Decidueye,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",014/189,14,Bounsweet,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",015/189,15,Steenee,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",016/189,16,Tsareena,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",017/189,17,Wimpod,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",018/189,18,Golisopod,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",021/189,21,"Houndoom V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",022/189,22,Torchic,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",023/189,23,Combusken,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",024/189,24,Blaziken,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",025/189,25,Heatran,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",026/189,26,Pansear,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",027/189,27,Simisear,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",028/189,28,"Galarian Darmanitan",Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",029/189,29,Larvesta,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",030/189,30,Volcarona,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",031/189,31,Fletchinder,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",032/189,32,Talonflame,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",033/189,33,"Centiskorch V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",035/189,35,"Galarian Mr. Mime",Common,Normal,English,Mint,,1
International,"Darkness Ablaze",036/189,36,"Galarian Mr. Rime",Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",037/189,37,Suicune,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",038/189,38,Feebas,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",039/189,39,Milotic,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",040/189,40,Relicanth,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",041/189,41,Panpour,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",042/189,42,Simipour,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",043/189,43,"Galarian Darumaka",Common,Normal,English,Mint,,1
International,"Darkness Ablaze",044/189,44,"Galarian Darmanitan",Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",045/189,45,Vanillite,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",046/189,46,Vanillish,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",047/189,47,Vanilluxe,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",048/189,48,Cubchoo,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",049/189,49,Beartic,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",050/189,50,Wishiwashi,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",051/189,51,Mareanie,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",052/189,52,Toxapex,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",053/189,53,Dracovish,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",054/189,54,Arctovish,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",055/189,55,Mareep,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",056/189,56,Flaaffy,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",057/189,57,Ampharos,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",058/189,58,Electrike,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",059/189,59,Manectric,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",061/189,61,"Tapu Koko","Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",062/189,62,Toxel,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",063/189,63,Toxtricity,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",064/189,64,Pincurchin,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",065/189,65,Dracozolt,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",066/189,66,Arctozolt,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",067/189,67,Jigglypuff,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",068/189,68,Wigglytuff,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",070/189,70,Snubbull,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",071/189,71,Granbull,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",072/189,72,Lunatone,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",073/189,73,Gothita,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",074/189,74,Gothorita,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",075/189,75,Gothitelle,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",076/189,76,Golett,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",077/189,77,Golurk,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",078/189,78,Dedenne,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",079/189,79,Morelull,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",080/189,80,Shiinotic,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",081/189,81,Mimikyu,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",082/189,82,Sinistea,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",083/189,83,Polteageist,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",084/189,84,Diglett,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",085/189,85,Dugtrio,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",086/189,86,Larvitar,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",087/189,87,Pupitar,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",088/189,88,Tyranitar,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",089/189,89,Trapinch,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",090/189,90,Vibrava,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",091/189,91,Flygon,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",092/189,92,Solrock,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",093/189,93,Hippopotas,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",094/189,94,Hippowdon,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",096/189,96,Diggersby,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",097/189,97,Passimian,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",098/189,98,"Galarian Sirfetch'd",Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",100/189,100,Grimer,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",101/189,101,Muk,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",102/189,102,Spinarak,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",103/189,103,Ariados,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",105/189,105,Darkrai,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",106/189,106,Purrloin,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",107/189,107,Liepard,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",108/189,108,Deino,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",109/189,109,Zweilous,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",110/189,110,Hydreigon,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",111/189,111,Hoopa,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",112/189,112,Nickit,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",113/189,113,Thievul,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",120/189,120,Skarmory,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",121/189,121,Aron,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",122/189,122,Lairon,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",123/189,123,Aggron,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",124/189,124,Escavalier,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",125/189,125,Klink,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",126/189,126,Klang,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",127/189,127,Klinklang,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",128/189,128,"Galarian Stunfisk V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",129/189,129,Meltan,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",130/189,130,Melmetal,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",131/189,131,Cufant,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",132/189,132,Copperajah,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",133/189,133,Kangaskhan,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",134/189,134,Tauros,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",135/189,135,Sentret,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",136/189,136,Furret,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",137/189,137,Dunsparce,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",138/189,138,Teddiursa,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",139/189,139,Ursaring,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",140/189,140,Lugia,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",141/189,141,Skitty,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",142/189,142,Delcatty,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",145/189,145,Starly,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",146/189,146,Staravia,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",147/189,147,Staraptor,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",148/189,148,Ducklett,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",149/189,149,Swanna,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",150/189,150,Bunnelby,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",151/189,151,Fletchling,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",152/189,152,Skwovet,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",153/189,153,Greedent,Rare,Normal,English,Mint,,1
International,"Darkness Ablaze",154/189,154,Rookidee,Common,Normal,English,Mint,,1
International,"Darkness Ablaze",155/189,155,Corvisquire,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",156/189,156,Corviknight,"Rare Holo","Normal Holo",English,Mint,,1
International,"Darkness Ablaze",157/189,157,"Big Parasol",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",158/189,158,"Billowing Smoke",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",159/189,159,"Bird Keeper",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",160/189,160,"Cape of Toughness",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",161/189,161,"Familiar Bell",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",162/189,162,"Glimwood Tangle",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",163/189,163,Kabu,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",164/189,164,"Old PC",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",165/189,165,Piers,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",166/189,166,"Pokémon Breeder's Nurturing",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",167/189,167,"Rare Fossil",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",168/189,168,Rose,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",169/189,169,"Rose Tower",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",170/189,170,Spikemuth,Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",171/189,171,"Struggle Gloves",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",172/189,172,"Turbo Patch",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",173/189,173,"Yell Horn",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",174/189,174,"Heat Fire Energy",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",175/189,175,"Hiding Darkness Energy",Uncommon,Normal,English,Mint,,1
International,"Darkness Ablaze",176/189,176,"Powerful Colorless Energy",Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",001/192,1,Caterpie,Common,Normal,English,Mint,,1
International,"Rebel Clash",002/192,2,Metapod,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",003/192,3,Butterfree,Rare,Normal,English,Mint,,1
International,"Rebel Clash",004/192,4,Scyther,Common,Normal,English,Mint,,1
International,"Rebel Clash",005/192,5,Shuckle,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",006/192,6,Heracross,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",007/192,7,Lotad,Common,Normal,English,Mint,,1
International,"Rebel Clash",008/192,8,Lombre,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",009/192,9,Ludicolo,Rare,Normal,English,Mint,,1
International,"Rebel Clash",010/192,10,Surskit,Common,Normal,English,Mint,,1
International,"Rebel Clash",011/192,11,Masquerain,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",012/192,12,Snover,Common,Normal,English,Mint,,1
International,"Rebel Clash",013/192,13,Abomasnow,Rare,Normal,English,Mint,,1
International,"Rebel Clash",014/192,14,Phantump,Common,Normal,English,Mint,,1
International,"Rebel Clash",015/192,15,Trevenant,Rare,Normal,English,Mint,,1
International,"Rebel Clash",016/192,16,Grubbin,Common,Normal,English,Mint,,1
International,"Rebel Clash",017/192,17,"Rillaboom V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Rebel Clash",019/192,19,"Eldegoss V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Rebel Clash",020/192,20,Applin,Common,Normal,English,Mint,,1
International,"Rebel Clash",021/192,21,Applin,Common,Normal,English,Mint,,1
International,"Rebel Clash",022/192,22,Flapple,"Rare Holo","Normal Holo",English,Mint,,1
International,"Rebel Clash",023/192,23,Appletun,"Rare Holo","Normal Holo",English,Mint,,1
International,"Rebel Clash",024/192,24,Vulpix,Common,Normal,English,Mint,,1
International,"Rebel Clash",025/192,25,Ninetales,Rare,Normal,English,Mint,,1
International,"Rebel Clash",026/192,26,"Ninetales V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Rebel Clash",027/192,27,Growlithe,Common,Normal,English,Mint,,1
International,"Rebel Clash",028/192,28,Arcanine,Rare,Normal,English,Mint,,1
International,"Rebel Clash",029/192,29,Magmar,Common,Normal,English,Mint,,1
International,"Rebel Clash",030/192,30,Magmortar,Rare,Normal,English,Mint,,1
International,"Rebel Clash",031/192,31,Litwick,Common,Normal,English,Mint,,1
International,"Rebel Clash",032/192,32,Lampent,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",033/192,33,Chandelure,"Rare Holo","Normal Holo",English,Mint,,1
International,"Rebel Clash",034/192,34,Heatmor,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",035/192,35,"Cinderace V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Rebel Clash",037/192,37,"Galarian Mr. Mime",Common,Normal,English,Mint,,1
International,"Rebel Clash",038/192,38,"Galarian Mr. Rime",Rare,Normal,English,Mint,,1
International,"Rebel Clash",039/192,39,Magikarp,Common,Normal,English,Mint,,1
International,"Rebel Clash",040/192,40,Gyarados,"Rare Holo","Normal Holo",English,Mint,,1
International,"Rebel Clash",041/192,41,Wingull,Common,Normal,English,Mint,,1
International,"Rebel Clash",042/192,42,Pelipper,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",043/192,43,"Milotic V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Rebel Clash",044/192,44,Tympole,Common,Normal,English,Mint,,1
International,"Rebel Clash",045/192,45,Palpitoad,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",046/192,46,Seismitoad,Rare,Normal,English,Mint,,1
International,"Rebel Clash",047/192,47,"Galarian Darumaka",Common,Normal,English,Mint,,1
International,"Rebel Clash",048/192,48,"Galarian Darmanitan",Rare,Normal,English,Mint,,1
International,"Rebel Clash",049/192,49,"Inteleon V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Rebel Clash",051/192,51,Cramorant,Rare,Normal,English,Mint,,1
International,"Rebel Clash",052/192,52,Arrokuda,Common,Normal,English,Mint,,1
International,"Rebel Clash",053/192,53,Barraskewda,Rare,Normal,English,Mint,,1
International,"Rebel Clash",054/192,54,Eiscue,"Rare Holo","Normal Holo",English,Mint,,1
International,"Rebel Clash",056/192,56,Voltorb,Common,Normal,English,Mint,,1
International,"Rebel Clash",057/192,57,Electrode,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",058/192,58,Electabuzz,Common,Normal,English,Mint,,1
International,"Rebel Clash",059/192,59,Electivire,Rare,Normal,English,Mint,,1
International,"Rebel Clash",060/192,60,Shinx,Common,Normal,English,Mint,,1
International,"Rebel Clash",061/192,61,Luxio,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",062/192,62,Luxray,"Rare Holo","Normal Holo",English,Mint,,1
International,"Rebel Clash",063/192,63,Helioptile,Common,Normal,English,Mint,,1
International,"Rebel Clash",064/192,64,Heliolisk,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",065/192,65,Charjabug,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",066/192,66,Vikavolt,"Rare Holo","Normal Holo",English,Mint,,1
International,"Rebel Clash",067/192,67,"Boltund V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Rebel Clash",068/192,68,Toxel,Common,Normal,English,Mint,,1
International,"Rebel Clash",069/192,69,Toxtricity,Rare,Normal,English,Mint,,1
International,"Rebel Clash",070/192,70,"Toxtricity V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Rebel Clash",072/192,72,"Pincurchin V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Rebel Clash",073/192,73,Morpeko,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",074/192,74,Clefairy,Common,Normal,English,Mint,,1
International,"Rebel Clash",075/192,75,Clefable,"Rare Holo","Normal Holo",English,Mint,,1
International,"Rebel Clash",076/192,76,Natu,Common,Normal,English,Mint,,1
International,"Rebel Clash",077/192,77,Xatu,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",078/192,78,"Galarian Corsola",Common,Normal,English,Mint,,1
International,"Rebel Clash",079/192,79,"Galarian Cursola","Rare Holo","Normal Holo",English,Mint,,1
International,"Rebel Clash",080/192,80,Sigilyph,Rare,Normal,English,Mint,,1
International,"Rebel Clash",081/192,81,Sandygast,Common,Normal,English,Mint,,1
International,"Rebel Clash",082/192,82,Palossand,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",083/192,83,Hatenna,Common,Normal,English,Mint,,1
International,"Rebel Clash",084/192,84,Hattrem,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",085/192,85,Hatterene,"Rare Holo","Normal Holo",English,Mint,,1
International,"Rebel Clash",086/192,86,Milcery,Common,Normal,English,Mint,,1
International,"Rebel Clash",087/192,87,Alcremie,Rare,Normal,English,Mint,,1
International,"Rebel Clash",088/192,88,Indeedee,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",089/192,89,Dreepy,Common,Normal,English,Mint,,1
International,"Rebel Clash",090/192,90,Drakloak,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",091/192,91,Dragapult,"Rare Holo","Normal Holo",English,Mint,,1
International,"Rebel Clash",092/192,92,"Dragapult V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Rebel Clash",094/192,94,"Galarian Farfetch'd",Common,Normal,English,Mint,,1
International,"Rebel Clash",095/192,95,"Galarian Sirfetch'd","Rare Holo","Normal Holo",English,Mint,,1
International,"Rebel Clash",096/192,96,Nosepass,Common,Normal,English,Mint,,1
International,"Rebel Clash",097/192,97,Meditite,Common,Normal,English,Mint,,1
International,"Rebel Clash",098/192,98,Medicham,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",099/192,99,Barboach,Common,Normal,English,Mint,,1
International,"Rebel Clash",100/192,100,Whiscash,Rare,Normal,English,Mint,,1
International,"Rebel Clash",101/192,101,"Galarian Yamask",Common,Normal,English,Mint,,1
International,"Rebel Clash",102/192,102,"Galarian Runerigus",Rare,Normal,English,Mint,,1
International,"Rebel Clash",103/192,103,Binacle,Common,Normal,English,Mint,,1
International,"Rebel Clash",104/192,104,Barbaracle,Rare,Normal,English,Mint,,1
International,"Rebel Clash",105/192,105,Rolycoly,Common,Normal,English,Mint,,1
International,"Rebel Clash",106/192,106,Carkol,Uncommon,Normal,English,Mint,,1
International,"Rebel Clash",107/192,107,Coalossal,"Rare Holo","Normal Holo",English,Mint,,1
